"concentration","sample","SequencingCenter","tissue_or_organ_of_origin","TCGA.code","platform","tissue_source_site","ffpe.status","file_id.expression","artbatch"
0.14,"b9962a84-d484-492e-bd9c-5a98e12303bf","UNC","Colon, NOS","LUAD","Illumina","Asterand",FALSE,"ffdf38f8-864c-4354-bcb3-83617bbbcff5","AsterandFALSE"
0.15,"c274db16-0203-4b1b-b3e5-2fa96a613257","UNC","Thyroid gland","LUAD","Illumina","University of Pittsburgh",FALSE,"d5a92f59-e156-431a-9375-7f142196fe09","University of PittsburghFALSE"
0.16,"7c6b0fd2-be70-4345-a7a5-931c85be4796","UNC","Thyroid gland","LUAD","Illumina","Johns Hopkins",FALSE,"94b166f1-20a3-4903-a18a-47497346635c","Johns HopkinsFALSE"
0.16,"65aac402-459b-407d-867c-d8876c6df495","UNC","Thyroid gland","LUAD","Illumina","Christiana Healthcare",FALSE,"00e3c529-4162-4d0e-9d97-ec806a40e345","Christiana HealthcareFALSE"
0.16,"5f7c9fc6-f894-4dce-98b0-a9d3a36392e8","UNC","Thyroid gland","LUAD","Illumina","Washington University - Emory",FALSE,"938ded10-d1bd-4193-b84d-db1edc531ee9","Washington University - EmoryFALSE"
0.15,"22f9b2fa-6963-48b9-b986-57937bdf98fc","UNC","Rectosigmoid junction","LUAD","Illumina","International Genomics Consortium",FALSE,"44693fa0-d6ac-41d8-915c-dc473989f81e","International Genomics ConsortiumFALSE"
0.18,"eb8c0e06-dc68-4902-8694-ad2c2cbf0805","UNC","Lung, NOS","SKCM","Illumina","Cureline",FALSE,"404fdd93-b384-4411-9b4e-b25392734fbe","CurelineFALSE"
0.17,"5ea8ebb0-83f0-41ae-969b-ea27a2103341","UNC","Upper lobe, lung","SKCM","Illumina","MD Anderson",FALSE,"63d5f969-ae14-49e3-bd83-85ea22c9e2ec","MD AndersonFALSE"
0.16,"836161c4-777b-43a5-9b9e-a916f49661f1","UNC","Lower lobe, lung","SKCM","Illumina","Asterand",FALSE,"a7ec49bf-e7cd-42fe-adf0-43674d1c2146","AsterandFALSE"
0.17,"5708a3d3-11af-4269-8553-8c1d3aa01cf7","UNC","Upper lobe, lung","SKCM","Illumina","Cureline",FALSE,"069b7c02-dc78-4478-b093-e9235deff82b","CurelineFALSE"
0.18,"53b395e0-d085-48de-a6f9-3e3ad9d62b68","UNC","Upper lobe, lung","SKCM","Illumina","Asterand",FALSE,"17001a3a-a74a-4ed3-b156-fee714ad9663","AsterandFALSE"
0.17,"b7556977-3ce4-439b-9b11-f96266adecf1","UNC","Lower lobe, lung","SKCM","Illumina","Cureline",FALSE,"9f6de763-7d58-4161-814b-a40af480e82b","CurelineFALSE"
0.18,"c695681b-a4db-4c69-a13b-6620b01401f0","UNC","Lower lobe, lung","SKCM","Illumina","Cureline",FALSE,"2b9447d0-94b8-4f59-9c2b-8d36b292742e","CurelineFALSE"
0.16,"380382c7-a960-4524-b566-141b8dc93635","UNC","Upper lobe, lung","SKCM","Illumina","Asterand",FALSE,"094f1f30-b20f-45d1-ab75-ce3038ef1ade","AsterandFALSE"
0.17,"a0812d5d-9e73-4af0-ad5f-b66ae3ea14e9","UNC","Lower lobe, lung","SKCM","Illumina","Cureline",FALSE,"8a3366ad-b017-4a3b-b0df-776cc7ecc89e","CurelineFALSE"
0.16,"f7e67d70-3bcc-47ff-a2a5-62e2268e7b11","UNC","Upper lobe, lung","SKCM","Illumina","Cureline",FALSE,"12d5cb87-97cf-480e-9fb8-f9b3d1aa15bd","CurelineFALSE"
0.15,"24fbffee-df6a-4d50-b94e-01dedcf614b8","UNC","Upper lobe, lung","SKCM","Illumina"," Capital Biosciences",FALSE,"781f457c-51f9-4ae2-9370-f29e5bce0924"," Capital BiosciencesFALSE"
0.17,"d65d62bd-9b05-4ca9-9350-7cfb84003b68","UNC","Lower lobe, lung","SKCM","Illumina","Asterand",FALSE,"84d07a52-a66a-44b7-85c0-e11094034d35","AsterandFALSE"
0.18,"3ca6d375-f75f-4aa8-9b62-1300b4d33fdf","UNC","Lower lobe, lung","SKCM","Illumina","Roswell",FALSE,"32894d1a-a1bd-486b-8d31-535302367ebc","RoswellFALSE"
0.16,"bd3de9da-c413-490e-b0ba-7f92f5d22dbf","UNC","Upper lobe, lung","SKCM","Illumina","University of North Carolina",FALSE,"04f74a69-ac54-4afa-89ad-d9bf49cf32c9","University of North CarolinaFALSE"
0.18,"655d8896-0e79-423e-af85-6efcd8bdc71a","UNC","Upper lobe, lung","SKCM","Illumina","Asterand",FALSE,"1dae39fe-1081-4ad4-bbd6-6672f1a1ba9c","AsterandFALSE"
0.16,"810d3ab8-dbc1-4348-887b-12ddb7e3e285","UNC","Upper lobe, lung","SKCM","Illumina","Asterand",FALSE,"5271543b-159a-484a-ad58-7416f5dd4ce1","AsterandFALSE"
0.16,"926c8a58-f160-4e14-851f-12f2b6d87bac","UNC","Upper lobe, lung","SKCM","Illumina","Asterand",FALSE,"fe65b19b-8ec1-4cb2-b6ab-eeeda3194e66","AsterandFALSE"
0.16,"e9c2da04-365f-4456-a40d-571692328092","UNC","Lower lobe, lung","THCA","Illumina","University Health Network",FALSE,"99179019-2b64-416b-811e-ed56935e7808","University Health NetworkFALSE"
0.16,"47658306-eeb4-4f25-8dae-86e2a6040592","UNC","Upper lobe, lung","THCA","Illumina","Medical College of Georgia",FALSE,"7d2aaf96-5411-4608-b74d-5292def74c70","Medical College of GeorgiaFALSE"
0.17,"5b695b63-00a6-42b2-b7a5-d8e091463186","UNC","Lower lobe, lung","THCA","Illumina","Johns Hopkins",FALSE,"92bf23af-b3c1-451c-8165-20f467ccc1bf","Johns HopkinsFALSE"
0.17,"bb17b0f4-3a2d-4590-8e3e-b63b0145c10a","UNC","Upper lobe, lung","THCA","Illumina","Memorial Sloan Kettering",FALSE,"93edc56b-6350-44aa-9486-59e2fcd751c4","Memorial Sloan KetteringFALSE"
0.15,"81e1d97b-4810-42ae-817d-e14ab8196abe","UNC","Lower lobe, lung","THCA","Illumina","Roswell Park",FALSE,"d3d9698a-cea8-469b-b021-436aa6d54654","Roswell ParkFALSE"
0.16,"73ee536f-4cc5-415e-a75c-dd1d20c46315","UNC","Lower lobe, lung","THCA","Illumina","Asterand",FALSE,"d9fc9fbc-e16e-4623-ad8b-9f9c5bedfc28","AsterandFALSE"
0.16,"9b799f3c-09b8-490e-918f-40ae83534dee","UNC","Lower lobe, lung","THCA","Illumina","Johns Hopkins",FALSE,"e4ef4e14-ece5-4d69-97f6-6374c06bc524","Johns HopkinsFALSE"
0.16,"734665d6-6d23-4e94-a1fe-13e1f97f56d8","UNC","Lower lobe, lung","THCA","Illumina","International Genomics Consortium",FALSE,"f3fefc33-7132-43e3-b8df-9017fcd6ca31","International Genomics ConsortiumFALSE"
0.16,"14a05602-ba98-4b4c-8ec7-f37ff62f7b19","UNC","Lower lobe, lung","THCA","Illumina","Asterand",FALSE,"302e528e-2774-48eb-86c8-a8c417636886","AsterandFALSE"
0.17,"96d869e6-b4ca-436f-a671-9b5ddddd8474","UNC","Rectum, NOS","THCA","Illumina","University of North Carolina",FALSE,"ca336dae-d4ad-43f9-b104-5ea8936849d5","University of North CarolinaFALSE"
0.17,"d026d89f-bfbb-42dd-9371-d84ac0f99949","UNC","Lower lobe, lung","THCA","Illumina","MD Anderson",FALSE,"e8c1cf6a-dd5a-46f9-8aca-5e8e7bdf7bb0","MD AndersonFALSE"
0.15,"86db4266-6656-4014-b89a-c79313fd21e0","UNC","Upper lobe, lung","THCA","Illumina","University of Pittsburgh",FALSE,"5dea28f6-73fd-4d44-b2e9-b4f89a814698","University of PittsburghFALSE"
0.16,"551a8e30-958b-4b04-a08f-05255fed989a","UNC","Upper lobe, lung","THCA","Illumina","MD Anderson",FALSE,"75bb8fe6-0ff4-4aed-82d9-2ccea1d8eec8","MD AndersonFALSE"
0.18,"a6ea9809-0968-4d24-b21b-75dd5bce2831","UNC","Rectum, NOS","THCA","Illumina","MD Anderson",FALSE,"36f1ce52-566d-4d7f-958a-aac89c85c7ca","MD AndersonFALSE"
0.15,"985a5d5d-0369-43e2-9076-d157cf6c19dd","UNC","Upper lobe, lung","THCA","Illumina","Johns Hopkins",FALSE,"357085b4-3ec3-404b-93a7-d163761005d9","Johns HopkinsFALSE"
0.15,"bb09f785-92b7-4db3-b733-41c321c55664","UNC","Lower lobe, lung","THCA","Illumina","University of Pittsburgh",FALSE,"da0896bc-d26b-4fdf-bd73-ea95b441c13b","University of PittsburghFALSE"
0.17,"935a03ac-d61d-4292-b9a2-4f9008c1d4c8","UNC","Upper lobe, lung","THCA","Illumina","University of Pittsburgh",FALSE,"0da6062b-9631-4dfd-a4ed-20cee09aacad","University of PittsburghFALSE"
0.15,"734a1290-b9d6-4e9d-82f1-cce1498f7363","UNC","Upper lobe, lung","THCA","Illumina","Johns Hopkins",FALSE,"83bc74b3-97ab-4483-9902-f99cc6722963","Johns HopkinsFALSE"
0.16,"06fbe6df-d92b-4600-98d2-956ba108a267","UNC","Upper lobe, lung","THCA","Illumina","Memorial Sloan Kettering",FALSE,"d357ae60-9bb1-4406-ab4b-d6649e6cacde","Memorial Sloan KetteringFALSE"
0.16,"ea2f3623-2739-43a8-9002-ac38424b53fa","UNC","Upper lobe, lung","THCA","Illumina","MD Anderson",FALSE,"1eddcc86-f5e4-411a-9372-c5ee4d38fd52","MD AndersonFALSE"
0.16,"b39c643d-cf0e-4ccc-bfea-75bc003ba764","UNC","Lower lobe, lung","THCA","Illumina","Asterand",FALSE,"4ebf634a-1a68-4ce8-a159-f02c0cc42acc","AsterandFALSE"
0.16,"12cd47b3-2d8e-4368-a1f4-b591f3aa7da9","UNC","Lower lobe, lung","THCA","Illumina","International Genomics Consortium",FALSE,"6591cbbf-959c-46db-a575-8c057a6772b8","International Genomics ConsortiumFALSE"
0.16,"90a4d1eb-3c21-4d0c-bfaf-0917b5b355be","UNC","Upper lobe, lung","THCA","Illumina","University Health Network",FALSE,"09b9e3e0-5fbd-4fe6-a1b3-00303a3044de","University Health NetworkFALSE"
0.15,"fbb569d9-a435-4725-a1c8-645b2d7f3ce6","UNC","Middle lobe, lung","THCA","Illumina","Memorial Sloan Kettering",FALSE,"b28fc2ac-ae5b-4184-8c1d-5fcb2e33b14f","Memorial Sloan KetteringFALSE"
0.16,"e88a13fd-f024-43d1-8afa-6fdc204b7682","UNC","Middle lobe, lung","THCA","Illumina","MD Anderson",FALSE,"04582727-ece3-4eec-90ba-638df8b66f19","MD AndersonFALSE"
0.15,"465fc0e4-852c-47a0-94d3-70b6a9dc10e7","UNC","Lower lobe, lung","THCA","Illumina","Memorial Sloan Kettering",FALSE,"ea7881af-d24c-4b07-82e5-ecb405cc6303","Memorial Sloan KetteringFALSE"
0.17,"bdf9776c-178c-4a5a-95fe-75a369fe9fed","UNC","Upper lobe, lung","THCA","Illumina","Memorial Sloan Kettering",FALSE,"091f856a-efd1-476f-801f-481aff6cae8a","Memorial Sloan KetteringFALSE"
0.18,"db677213-7552-402e-8389-ac9e690313f8","UNC","Rectosigmoid junction","THCA","Illumina","MD Anderson",FALSE,"f127eca6-8a4a-475d-b81e-098c87d6b6a1","MD AndersonFALSE"
0.16,"7c4f6388-d8af-4b91-a1ef-02953f384e2d","UNC","Rectosigmoid junction","THCA","Illumina","ILSBio",FALSE,"7d9581c8-52b5-44fd-8e4c-69a8913d553f","ILSBioFALSE"
0.16,"59512226-d1e9-4b51-ba7f-e40de1461aaa","UNC","Lung, NOS","THCA","Illumina","University Health Network",FALSE,"ecc3a04b-41f8-465e-a28a-2aaccb6db604","University Health NetworkFALSE"
0.16,"c34d54fb-15d9-4772-ba95-828d949319ad","UNC","Upper lobe, lung","THCA","Illumina","Memorial Sloan Kettering",FALSE,"557ff544-d0ab-471e-8761-e1a8a2e5ac4d","Memorial Sloan KetteringFALSE"
0.15,"76f3c1fc-a494-41d6-9520-8c9c2134088d","UNC","Lower lobe, lung","THCA","Illumina","MD Anderson",FALSE,"fe775620-51d6-4b15-8799-a33e31a7340f","MD AndersonFALSE"
0.17,"12bec5a1-0ed6-4805-9416-07c7c84d3394","UNC","Lower lobe, lung","THCA","Illumina","Memorial Sloan Kettering",FALSE,"b1a594a0-9e3e-4632-ac8f-14e400836ac5","Memorial Sloan KetteringFALSE"
0.16,"f21b5ea7-37db-4491-8ff8-88fefcc29b23","UNC","Lung, NOS","THCA","Illumina","MD Anderson",FALSE,"a749ee82-befb-4ee5-b25c-a71467c978e4","MD AndersonFALSE"
0.16,"33ac9121-7013-43e7-876a-db31ee91141a","UNC","Upper lobe, lung","THCA","Illumina","University of Pittsburgh",FALSE,"434f19d2-b14c-4ee0-af4d-c80af2b9cedd","University of PittsburghFALSE"
0.17,"376dbd5d-d705-49c9-80ce-18f5bff8169f","UNC","Upper lobe, lung","THCA","Illumina","Memorial Sloan Kettering",FALSE,"201fead4-54bd-4cc3-958c-9999c50b9597","Memorial Sloan KetteringFALSE"
0.16,"4e5da649-c5a7-4a23-a834-cd1b932ac7e1","UNC","Upper lobe, lung","THCA","Illumina","MD Anderson",FALSE,"3e3f0328-61ab-44ea-b7fa-01de47cf37e0","MD AndersonFALSE"
0.17,"6e76de81-f5d2-4637-a725-a6b857b8ee4e","UNC","Lower lobe, lung","THCA","Illumina","Memorial Sloan Kettering",FALSE,"82c02b23-4775-4798-bd63-e7e7d5e7bd52","Memorial Sloan KetteringFALSE"
0.16,"ee1e4dc1-6b0d-4a18-8655-ba98a7523600","UNC","Lower lobe, lung","THCA","Illumina","Johns Hopkins",FALSE,"b6d22853-bb92-4746-bed8-54eb2bc71739","Johns HopkinsFALSE"
0.18,"feb241fe-9a7a-4a7f-822c-0f4fece482d6","UNC","Rectum, NOS","THCA","Illumina","International Genomics Consortium",FALSE,"ba6181ed-a174-4a48-bb40-27095d885caa","International Genomics ConsortiumFALSE"
0.16,"557b0ef6-89be-43de-ba77-2c1b2ef84480","UNC","Lower lobe, lung","THCA","Illumina","Johns Hopkins",FALSE,"4d2c258c-2fce-4fe6-8a3e-8180b9c00977","Johns HopkinsFALSE"
0.15,"34565c4b-0bec-49be-8232-f6727cbef134","UNC","Upper lobe, lung","THCA","Illumina","Johns Hopkins",FALSE,"d1e6d62e-38b2-43ce-b7c9-7e14a8710b6d","Johns HopkinsFALSE"
0.16,"0bf2abcc-1f42-4d64-ad06-b7851e40e15a","UNC","Lower lobe, lung","THCA","Illumina","University Health Network",FALSE,"68437b01-6ba1-448a-bb12-97fc98248fde","University Health NetworkFALSE"
0.16,"80034a24-c5fc-4700-aefc-0f9e65c589e9","UNC","Middle lobe, lung","THCA","Illumina","International Genomics Consortium",FALSE,"56087e46-642e-4a6c-8ba0-09670e7d4bec","International Genomics ConsortiumFALSE"
0.17,"e002b5bd-ac6a-4ab7-8a55-f2b2710da6d7","UNC","Lower lobe, lung","THCA","Illumina","University Of Michigan",FALSE,"35dd1b8f-c9aa-49ee-989c-7c7c902be8b9","University Of MichiganFALSE"
0.15,"c89dcb01-69a8-488c-9939-33d03e33be1f","UNC","Lower lobe, lung","THCA","Illumina","Johns Hopkins",FALSE,"0dbe8d53-f7e1-4241-b906-87f556b16f47","Johns HopkinsFALSE"
0.17,"ac5d84cd-ade1-4c38-9068-a076ad827ac6","UNC","Upper lobe, lung","THCA","Illumina","Memorial Sloan Kettering",FALSE,"1948a704-eeeb-4358-bed1-8be8488fbae0","Memorial Sloan KetteringFALSE"
0.18,"5fe2ae66-d56c-43c7-869b-f72d9c081eaa","UNC","Upper lobe, lung","THCA","Illumina","Asterand",FALSE,"cb762887-722f-4db1-b0b1-6ba06fe112aa","AsterandFALSE"
0.15,"9596fb61-27f5-4925-94a7-cf057c394872","UNC","Lower lobe, lung","THCA","Illumina","Johns Hopkins",FALSE,"dbb5e679-957a-49be-846f-9ddb77ecb916","Johns HopkinsFALSE"
0.17,"6748772f-74f1-4b5d-a257-e86115dabfe9","UNC","Upper lobe, lung","THCA","Illumina","MD Anderson",FALSE,"faad29bf-27cb-4a6b-b1e0-30c0c091c63c","MD AndersonFALSE"
0.16,"449d49ff-4530-4570-ad43-e3dd9260d27a","UNC","Upper lobe, lung","THCA","Illumina","University Health Network",FALSE,"af3e4e91-1a60-4eec-b0c2-f2450f13bee6","University Health NetworkFALSE"
0.17,"ba374360-b748-435a-bd77-27be9538a40c","UNC","Lower lobe, lung","THCA","Illumina","University Of Michigan",FALSE,"c058e618-b1cf-4f73-b3f9-354c550a7b0f","University Of MichiganFALSE"
0.18,"c2b66753-43d8-4e41-a330-6c10a04897b9","UNC","Upper lobe, lung","THCA","Illumina","Memorial Sloan Kettering",FALSE,"e2e5b095-e54a-4cf7-8c30-7a192fe0fa8e","Memorial Sloan KetteringFALSE"
0.18,"5e99ced0-5829-4ef0-a7cf-71547b65e5a0","UNC","Rectum, NOS","THCA","Illumina","Asterand",FALSE,"563b5b5b-5b34-4961-99e9-51045c9948e1","AsterandFALSE"
0.16,"de3e3569-4119-4398-8d9e-bf9458251126","UNC","Lower lobe, lung","THCA","Illumina","Memorial Sloan Kettering",FALSE,"5d24b880-85ef-44a7-b7ff-fa31cf311efa","Memorial Sloan KetteringFALSE"
0.18,"ea307fc9-9f9c-4e9d-927a-855eed752f6d","UNC","Rectosigmoid junction","THCA","Illumina","Asterand",FALSE,"353e50d8-4139-4001-9e01-fed2b8de2353","AsterandFALSE"
0.17,"1a39a2c1-bc33-4e50-976b-195f77489e82","UNC","Upper lobe, lung","THCA","Illumina","Johns Hopkins",FALSE,"cb64808f-c3b7-4f72-ab09-b996642721fe","Johns HopkinsFALSE"
0.18,"f61e5e9f-a2cc-4cd8-945c-7d809412077e","UNC","Rectosigmoid junction","THCA","Illumina","MD Anderson",FALSE,"d716f7f7-d70a-4f80-b0c5-d3bb04b0d2ff","MD AndersonFALSE"
0.16,"893f6889-d558-48d9-bbd6-990e120a920a","UNC","Lower lobe, lung","THCA","Illumina","Memorial Sloan Kettering",FALSE,"585835e4-fdaa-47d8-a840-0653d9b64065","Memorial Sloan KetteringFALSE"
0.13,"04e305c6-57e5-4593-a307-71a1b3f7a61b","UNC","Rectum, NOS","THCA","Illumina","Memorial Sloan Kettering",FALSE,"78ae9e2f-5a46-4375-8330-505a84be8f9f","Memorial Sloan KetteringFALSE"
0.16,"a497a91f-4403-45e8-a95f-4f3eef5d63c3","UNC","Lower lobe, lung","THCA","Illumina","Memorial Sloan Kettering",FALSE,"95f19045-dea2-41d0-898b-79df5f535555","Memorial Sloan KetteringFALSE"
0.16,"4fb8245b-159a-4a33-9445-3564e0a380e1","UNC","Upper lobe, lung","THCA","Illumina","MD Anderson",FALSE,"ae7c0d79-cf72-4786-8954-c02084bc2b1f","MD AndersonFALSE"
0.17,"80aa93d8-621d-42f2-bb40-776f55068daa","UNC","Lower lobe, lung","THCA","Illumina","Johns Hopkins",FALSE,"7e10ee4f-2a45-4244-a1f7-d27dc3dce5f0","Johns HopkinsFALSE"
0.17,"9ac6caaf-f9e0-4a1f-be26-022ef7c8c22d","UNC","Upper lobe, lung","THCA","Illumina","Ohio State University",FALSE,"5d15ecf4-eb7c-4817-a71c-935b14fa9b25","Ohio State UniversityFALSE"
0.17,"11a58e9f-184d-44de-88e6-ccda936bff13","UNC","Lung, NOS","THCA","Illumina","University Health Network",FALSE,"e01da535-1aab-47b9-9315-8c635983e3da","University Health NetworkFALSE"
0.15,"d9a210e5-0804-421b-9b32-c44ed2bfda53","UNC","Lower lobe, lung","THCA","Illumina","University Health Network",FALSE,"f52c5963-14ff-4d3c-bfaa-ef50d0e5c537","University Health NetworkFALSE"
0.17,"c276227f-f95d-48d0-9798-74a1ef356605","UNC","Rectosigmoid junction","THCA","Illumina","Memorial Sloan Kettering",FALSE,"a9cc7842-03e0-4f38-a71d-f5275d6926e1","Memorial Sloan KetteringFALSE"
0.15,"846969bd-0234-44d6-aaa2-5fd8cf3f430c","UNC","Lower lobe, lung","THCA","Illumina","Asterand",FALSE,"4e87cd96-72b9-4fcd-a784-7b57652c9da5","AsterandFALSE"
0.16,"8f213ea5-f01b-46ca-845d-64a02068bddd","UNC","Lower lobe, lung","THCA","Illumina","MD Anderson",FALSE,"083c6adc-d01a-4b14-81b4-388561b723ad","MD AndersonFALSE"
0.16,"3b5ce39d-32fe-4e3d-bb9d-ac994769e8af","UNC","Lower lobe, lung","THCA","Illumina","Johns Hopkins",FALSE,"28611ad9-8a76-4847-90d8-8ea9c4c5ebfc","Johns HopkinsFALSE"
0.15,"1a7c10b3-8023-49b2-b96d-bc7d336980b9","UNC","Lower lobe, lung","THCA","Illumina","Asterand",FALSE,"fe2e4d4d-9939-4eb9-837e-d17112ee246a","AsterandFALSE"
0.16,"d33b2e9a-989d-49ab-a32e-0a1dce9b03ef","UNC","Middle lobe, lung","THCA","Illumina","University of Pittsburgh",FALSE,"74bc7687-a486-41cf-9a2b-385c064f842b","University of PittsburghFALSE"
0.16,"25634468-4cb9-48b4-9ccb-04aba7645695","UNC","Upper lobe, lung","THCA","Illumina","Asterand",FALSE,"f88dbd94-b307-4512-a29d-545b6919d0ee","AsterandFALSE"
0.18,"4a6fb4ee-bfd1-4b6b-be91-3a22c7e99428","UNC","Upper lobe, lung","THCA","Illumina","International Genomics Consortium",FALSE,"17e17f4d-4ba5-4947-a364-99ddb44061c7","International Genomics ConsortiumFALSE"
0.15,"86a51e43-ddcd-4040-bd9f-e220cdc96cfb","UNC","Lower lobe, lung","THCA","Illumina","Roswell Park",FALSE,"b403b780-01ca-4f83-b6c6-d0ef755698b9","Roswell ParkFALSE"
0.17,"ca408253-d373-4d4d-af61-f1f474bd6157","UNC","Upper lobe, lung","THCA","Illumina","Memorial Sloan Kettering",FALSE,"3d2bea12-272a-4200-86a8-65e9a2f816c6","Memorial Sloan KetteringFALSE"
0.17,"47541045-0454-43f2-bb3c-8938e704deca","UNC","Upper lobe, lung","THCA","Illumina","Memorial Sloan Kettering",FALSE,"785b3b30-49bd-460e-a346-5f02bc4778cd","Memorial Sloan KetteringFALSE"
0.17,"675cded1-ec86-4246-b93c-9c40dda3f355","UNC","Upper lobe, lung","THCA","Illumina","MD Anderson",FALSE,"84399bcb-f018-48db-b678-67d3573c174d","MD AndersonFALSE"
0.18,"60d3cb80-08f3-4750-8fec-2407b46f0f36","UNC","Upper lobe, lung","THCA","Illumina","University of Pittsburgh",FALSE,"388aee85-b03a-4943-9894-1f212de5ccaa","University of PittsburghFALSE"
0.15,"77440f4c-a321-45cd-a123-53aa71af06c6","UNC","Lung, NOS","THCA","Illumina","Johns Hopkins",FALSE,"1b2aaea8-232f-45d4-b6fd-5559cdaeda88","Johns HopkinsFALSE"
0.17,"c332d374-caec-4605-87ba-558493437aa8","UNC","Upper lobe, lung","THCA","Illumina","University of Pittsburgh",FALSE,"6741b45b-9d9c-4816-93ac-197b4a2659f3","University of PittsburghFALSE"
0.16,"349c4a04-07ea-4e98-8e10-1f71c35f1fc9","UNC","Upper lobe, lung","THCA","Illumina","International Genomics Consortium",FALSE,"349f4c88-f184-47b3-a588-6643dd0aadbb","International Genomics ConsortiumFALSE"
0.15,"41b8c7a8-8d46-4374-ba56-ec3207c52d13","UNC","Lower lobe, lung","THCA","Illumina","Johns Hopkins",FALSE,"ddece528-2240-4118-87c8-469af8313295","Johns HopkinsFALSE"
0.17,"ca66899b-988b-4dd9-8614-61d75dcca00c","UNC","Upper lobe, lung","THCA","Illumina","Memorial Sloan Kettering",FALSE,"f32c06b8-033f-41c1-993d-2b2968a5389d","Memorial Sloan KetteringFALSE"
0.17,"cafbb6c8-b383-4950-883b-cdc4d1fac0d9","UNC","Upper lobe, lung","THCA","Illumina","MD Anderson",FALSE,"c306d8b0-034c-4b4d-948b-936cc2510784","MD AndersonFALSE"
0.15,"e45d11a0-8728-416d-83b2-30e1f0454054","UNC","Upper lobe, lung","THCA","Illumina","Memorial Sloan Kettering",FALSE,"20ab0bc5-4ce6-4e28-b8d0-793eae97ac4c","Memorial Sloan KetteringFALSE"
0.18,"1dd0beba-b7f9-4e1b-a26b-e88485e3d2b9","UNC","Lower lobe, lung","THCA","Illumina","Johns Hopkins",FALSE,"19ff1b5c-7f2b-4a1c-b4fe-f92a9dc5e141","Johns HopkinsFALSE"
0.15,"ce763296-881a-460a-b2c8-a5793eecea74","UNC","Thyroid gland","LUSC","Illumina","Roswell Park",FALSE,"3a8e06c5-7331-4b7f-a4aa-443862a75194","Roswell ParkFALSE"
0.13,"8d019e5c-e386-49cb-af94-367cf9711f51","UNC","Thyroid gland","LUSC","Illumina","International Genomics Consortium",FALSE,"b49f6d2c-c822-4fdd-8fdb-b60865bc3466","International Genomics ConsortiumFALSE"
0.14,"670c3a03-ebd8-4942-af9b-6e74c848283b","UNC","Thyroid gland","LUSC","Illumina","Princess Margaret Hospital (Canada)",FALSE,"7537a3c9-57bf-4f5d-a9b6-4f9f4db1faa1","Princess Margaret Hospital (Canada)FALSE"
0.15,"6d5b476a-7d7b-4526-87b1-275715e8450c","UNC","Thyroid gland","LUSC","Illumina","Washington University - St. Louis",FALSE,"16b7725f-a284-43af-8a63-e0d9af485179","Washington University - St. LouisFALSE"
0.15,"9f0af1c3-3ca8-43a8-af34-9450bc98dc5e","UNC","Thyroid gland","LUSC","Illumina","Mayo Clinic - Rochester",FALSE,"a5a8274f-6d33-4dcf-a85a-603fa4d53633","Mayo Clinic - RochesterFALSE"
0.14,"a697ae6d-2f68-4e59-b253-15f7830e743d","UNC","Thyroid gland","LUSC","Illumina","Johns Hopkins",FALSE,"13ab9059-7c5c-4f00-b736-dab55ad2e483","Johns HopkinsFALSE"
0.15,"7af60094-0b3f-413a-9290-d5bfe957800b","UNC","Skin, NOS","LUSC","Illumina","Washington University - NYU",FALSE,"f9242139-bced-4429-b900-87105c45fde9","Washington University - NYUFALSE"
0.17,"ad2b35b1-b945-46cb-844e-9ca1ec243268","UNC","Thyroid gland","LUSC","Illumina","Christiana Healthcare",FALSE,"b1d95b5d-949e-4837-a4d0-702b83a8ab37","Christiana HealthcareFALSE"
0.15,"dca31ee5-1698-48e6-9b2c-a4677eea1986","UNC","Upper lobe, lung","LUSC","Illumina","Fox Chase Cancer Center",FALSE,"2f0a7016-5225-424e-b6c5-1ce6d4fbd7be","Fox Chase Cancer CenterFALSE"
0.13,"3bb7e296-f7f2-4c78-b09c-d435ebd52e7c","UNC","Thyroid gland","LUSC","Illumina","University of Pittsburgh",FALSE,"d2df9e83-e6b3-4129-956d-11de1cfbabdc","University of PittsburghFALSE"
0.14,"8c786468-84f7-49f5-b636-8d667b134923","UNC","Thyroid gland","LUSC","Illumina","Washington University - Alabama",FALSE,"dfd4dec3-9a62-46db-b23b-3b9bc3464508","Washington University - AlabamaFALSE"
0.14,"b8584821-a138-41d4-9479-2ed60b50f30b","UNC","Skin, NOS","LUSC","Illumina","Indivumed",FALSE,"d5b31b71-5dad-4283-bd0c-5f6328509970","IndivumedFALSE"
0.15,"ba383071-9ac4-41df-a9fd-7ad3da258c5f","UNC","Thyroid gland","LUSC","Illumina","Indivumed",FALSE,"a6fa865c-85be-4fb9-b0a3-a9814486659b","IndivumedFALSE"
0.17,"32323935-dc6c-4ab1-bedd-3e02284eb1e6","UNC","Thyroid gland","LUSC","Illumina","Indivumed",FALSE,"20c2999e-f569-48ee-99b4-06f462779c85","IndivumedFALSE"
0.15,"6f90363c-1095-40cc-b1f7-a4feb4becbc5","UNC","Skin, NOS","LUSC","Illumina","Washington University - Cleveland Clinic",FALSE,"9ee50fdc-158a-48ee-8f20-c2b3dfa5853a","Washington University - Cleveland ClinicFALSE"
0.15,"4603588a-003b-417b-a7f9-bacc6e4fbc78","UNC","Thyroid gland","LUSC","Illumina","Washington University - CHUV",FALSE,"ddfd7f2a-0d22-47fc-8e48-d2b88fabe227","Washington University - CHUVFALSE"
